Wall time,Step,Value
1706377483.1764991,0,0.1888224184513092
1706377563.1259604,10,0.20927684009075165
1706377637.3938246,20,0.24153771996498108
1706377704.9097598,30,0.2799732983112335
1706377776.1203291,40,0.29251039028167725
1706377841.4235318,50,0.3153524696826935
1706377912.9841292,60,0.32455822825431824
1706377987.0971248,70,0.33631205558776855
1706378056.2801354,80,0.35014989972114563
1706378110.6006815,90,0.35760608315467834
1706378162.412704,100,0.3706575632095337
1706378212.9735618,110,0.36949339509010315
1706378264.329546,120,0.3768675923347473
1706378313.728184,130,0.37977758049964905
1706378363.971429,140,0.39097052812576294
1706378413.7841663,150,0.38983702659606934
1706378465.357896,160,0.3992663025856018
1706378514.5790663,170,0.4023703634738922
1706378574.0808907,180,0.4065486192703247
1706378632.9994876,190,0.4105866253376007
1706378686.0260432,200,0.41501402854919434
1706378738.0087872,210,0.4170869290828705
1706378809.892062,220,0.4239099323749542
1706378880.653743,230,0.42159944772720337
1706378951.8723907,240,0.42633435130119324
1706379019.7892547,250,0.43187379837036133
1706379084.7381384,260,0.43459582328796387
1706379152.8919816,270,0.43515920639038086
1706379221.6363716,280,0.43709003925323486
1706379287.6960096,290,0.43938517570495605
1706379360.5450552,300,0.44099941849708557
1706379434.3776038,310,0.44122228026390076
1706379499.30449,320,0.4426534175872803
1706379574.2691128,330,0.44460567831993103
1706379644.3891103,340,0.4466344714164734
1706379716.3286002,350,0.4479020833969116
1706379795.1028235,360,0.4503803253173828
1706379862.2149775,370,0.45108580589294434
1706379931.8903859,380,0.45204415917396545
1706380005.305395,390,0.4530019164085388
1706380077.8764055,400,0.4524599611759186
1706380152.915714,410,0.45331913232803345
1706380217.257183,420,0.4488169550895691
1706380293.314261,430,0.45729219913482666
1706380359.5766573,440,0.45212990045547485
1706380422.6469028,450,0.45598533749580383
1706380490.6394842,460,0.4550870358943939
1706380550.4393322,470,0.45998480916023254
1706380615.417265,480,0.45196887850761414
1706380680.204882,490,0.4572144150733948
1706380744.854938,500,0.4588641822338104
1706380803.4867275,510,0.4611826241016388
1706380870.2448435,520,0.46129095554351807
1706380935.8018525,530,0.4605267643928528
1706381002.8055801,540,0.46255919337272644
1706381066.336648,550,0.4654281735420227
1706381128.3027854,560,0.4630686938762665
1706381184.760448,570,0.46240362524986267
1706381242.094983,580,0.46392112970352173
1706381301.4484158,590,0.4646075367927551
1706381358.8161058,600,0.46512070298194885
1706381415.1408732,610,0.4651097059249878
1706381472.668822,620,0.4651752710342407
1706381528.611221,630,0.4668549597263336
1706381583.6868343,640,0.46502944827079773
1706381636.6617506,650,0.4663565158843994
1706381696.8101869,660,0.46728360652923584
1706381754.4875817,670,0.4651801288127899
1706381813.8760846,680,0.46869203448295593
1706381864.6683447,690,0.46394070982933044
1706381920.596135,700,0.4683155119419098
1706381979.3265426,710,0.47131550312042236
1706382034.7671082,720,0.47077107429504395
1706382091.8144653,730,0.46954572200775146
1706382152.8656142,740,0.46819359064102173
1706382210.6339412,750,0.4724826514720917
1706382267.7274282,760,0.47075948119163513
1706382325.8933027,770,0.46970799565315247
1706382380.8985097,780,0.46925365924835205
1706382438.1137383,790,0.47131115198135376
1706382491.372384,800,0.47464367747306824
1706382546.1369069,810,0.47163695096969604
1706382602.4109645,820,0.47336262464523315
1706382661.5289736,830,0.4714979827404022
1706382721.312544,840,0.47544100880622864
1706382778.2355723,850,0.47301235795021057
1706382833.5172427,860,0.4748372435569763
1706382891.6416404,870,0.47341471910476685
1706382945.049726,880,0.47300687432289124
1706383004.4294856,890,0.47243615984916687
1706383064.0901935,900,0.4656994044780731
1706383123.178164,910,0.47552064061164856
1706383178.1461825,920,0.4757809042930603
