Step,Value
0,0
1,0.46908312966426213
2,0
3,1
4,0.5355560239878572
5,1
6,0
7,0.32187685688336676
8,0
9,0.7085371779898793
10,1
11,0.16271292135119442
12,0
13,1
14,1
15,0
16,1
17,0
18,0.5364074129859605
19,0.11064560890197706
20,1
21,0.015506287220961146
22,0
23,0.22335367543041218
24,0.33250259359677614
25,0
26,1
27,0
28,0.9173837879300117
29,1
30,0.09756186520060006
31,0.9172761416931952
32,0.292769146462282
33,0.5352699402471384
34,0.13817822640140898
35,0.5784029667522169
36,0
37,0.2707464851935708
38,0.1254102423787129
39,0.2137520625193925
40,0.44938710520664915
41,0.07854157149791752
42,0.6367037108929259
43,0
44,0.5087412562966338
45,0.7872102692723271
46,0.8240970373153677
47,0.7463782207171104
48,0.4198404906193398
49,0.5183975277344383
50,1
51,0.2885925405483305
52,0.7090675498307607
53,0.32671443087467167
54,0.5291961956283322
55,0.591246692564176
56,0
57,0
58,0.521616324186325
59,1
60,0
61,0.3287720854299655
62,0.1493356940150269
63,0.2638795183102306
64,0
65,0.1800270463272977
66,0.3859969182809184
67,0.002073518823493381
68,0.4049298925201088
69,0.738123611776452
70,0.2832667146126433
71,0.24169127434492033
72,0.007314578938311445
73,0.6420116161306683
74,0.7993041247129433
75,0.8297139619787526
76,0.9940396258234968
77,0.2530930981558287
78,0.6923561777671169
79,0.32045739233493653
80,0.19361064374446757
81,0.6040446478128421
82,0.28903686543305707
83,0.6258768729368829
84,0.28520837048689396
85,0
86,1
87,0.8720035302639016
88,0.5279286074638374
89,0.18482510152188336
90,0.5517849336067836
91,0.28645137608051296
92,0.6897513641611391
93,0.8176338278998936
94,0.022426047027111484
95,0.2804753389954573
96,0.2372604575062146
97,0.006608295631714944
98,0.9062214214603111
99,0.590039006620646
100,0.19087775309880628
101,0.7622627147038783
102,0.6336276221275335
103,0.31677705754836416
104,0
105,0.3823879827062274
106,0.604958030780155
107,0.025154325780659237
108,0.5754428504904103
109,0.35233958234389495
110,0.5556771773099879
111,0.06772574941316933
112,0.11810351557489585
113,0.4880087016026158
114,0.40096873889366624
115,0.805919853150843
116,0.6305036787192005
117,0.49761924641287636
118,0.4597396846612265
119,0.5162214352687196
120,0.39951566457748233
121,0.26850599954525567
122,0.5980797623865515
123,0.27914845287799606
124,0.11782831419205098
125,0.18496338804562773
126,0
127,0.4596499395370498
128,0.7411376655101775
129,0.7444942963123324
130,0.5785595656002768
131,0.5993301030000052
132,0.20699542065461662
133,0.7550753422578189
134,0.3463323208689697
135,0.21310589889685227
136,0.5900822709997499
137,0.18727123200893503
138,0.2700173755486809
139,0.37664558854655894
140,1
141,0.6085112228100755
142,0.27373076995213685
143,0.3486894237995152
144,0.22050642756448247
145,0
146,1
147,0.22235262731711025
