Step,Value
0,0
1,0
2,0
3,0.07993123935801638
4,0.17352041793721068
5,0
6,0.07943292242903566
7,0
8,0.07342353716256134
9,0
10,0.04649407053987187
11,0.12210796694734916
12,0.11337489393495381
13,0
14,0.14386907913294955
15,0.04126075367132831
16,0.17279849595518637
17,0.15093651572626732
18,0.11925193663412359
19,0.06300991161948155
20,0.162212805506729
21,0.11278318754264283
22,0.006953626856917361
23,0.0038463206376347925
24,0.1280915693016279
25,0
26,0.08596015895083875
27,0.08863002456682201
28,0.1519189307770945
29,0.10576426943530248
30,0.0805952641548533
31,0.08598192599944743
32,0.059919482620075515
33,0.013230268547545276
34,0.14800657294013286
35,0.052589951316800665
36,0.08584316598904596
37,0.07612947959920546
38,0.045732777633450294
39,0
40,0.1449985459155606
41,0.08672451199047149
42,0.1030146693757602
43,0.08465227222158789
44,0.09862563744896935
45,0.12166823005392435
46,0.07583158122641698
47,0.053305322485310724
48,0.12569976177953535
49,0.07906157294909166
50,0.08108518044153845
51,0.07190577553851263
52,0.0371498426795005
53,0.11987113845425779
54,0.1274037182473
55,0.03369278821207222
56,0.10963568799552459
57,0.04569451889821463
58,0.036942691615907575
59,0.0016136177097046955
60,0.10906993539560406
61,0.051483292125520164
62,0.11180872277134946
63,0.036914215641362325
64,0.05533911846287831
65,0.06015183177732286
66,0.06804202089707057
67,0.1821870747027975
68,0.10906262353772211
69,0.018228913048903173
70,0.04928821200416211
71,0.08234212715775424
72,0.06509878131605329
73,0.05706195900837585
74,0.039521584964933965
75,0
76,0.17450571071384535
77,0.04048339490703279
78,0.16147793343939587
79,0.011055677014308318
80,0.03705322049763571
81,0.012214429916295844
82,0.11395618869995416
83,0.05248746130998272
84,0.062479557988243783
85,0.042030328170100106
86,0.03049731173536241
87,0
88,0.06235606689799689
89,0.004907539085039159
90,0.04252095142552126
91,0.0071937607112984026
92,0.05272843046947795
93,0.018910205870642627
94,0.048956925296843146
95,0.08220103728890726
96,0.047988310650476595
97,0.10622000456311265
98,0.019513861787946674
99,0.06323200483668712
100,0.06350355806356678
101,0.05021278549779329
102,0.06901984165485642
103,0.008973739242045808
104,0
105,0.060282944482669465
106,0.036650996240557676
107,0.1349859696206348
108,0.08481870744760178
109,0.07100864753761993
110,0.03365231430172033
111,0.23974666484689955
112,0.05860468138466812
113,0.09541385002004776
114,0.0379344941429518
115,0.06544604748412786
116,0.06556941118903625
117,0.13677186822532716
118,0.0911675596229714
119,0.16647477030679392
120,0.07776439202608632
121,0.07310981363580948
122,0.04831082129687592
123,0.06437587779118015
124,0.1342848077976616
125,0.06154703883300161
126,0.11204140076959934
127,0.11123640762833442
128,0.06830899242769206
129,0.10214456747287937
130,0.10607670903131194
131,0.09166546114778762
132,0.032719724106609505
133,0.04741747735586399
134,0.10959943027648711
135,0.05298333072871486
136,0.07257239618397004
137,0.09216892947678579
138,0.08092371995885272
139,0.09904478013440787
140,0.05046048012443072
141,0.05001499771997142
142,0.10990071728041306
143,0.07798021519393272
144,0.14134144533173487
145,0
146,0.09634790761517253
147,0.10268797053145118
148,0.09095520501012921
149,0.0727933213721107
150,0.09336713967256216
151,0.10744091922541354
152,0.105775849482456
153,0.1516842737264965
154,0.08290355714927677
155,0.09261882145167444
156,0.040886283354629294
157,0.09356778089876294
158,0.028679459538810792
159,0.10634868297599454
160,0.13194269014385362
161,0.08740745480958523
162,0.1431247127520574
163,0.02912388078191075
164,0.09969352593411607
165,0.03967899475547976
166,0.09266399007855053
167,0.04004999378284868
168,0.17468249068244712
169,0.08381694520190686
170,0.10249477805040275
171,0.0392220693559141
172,0.10661803728445263
173,0.07762214854037097
174,0.06032486344054666
175,0.04128829172244797
176,0.0501947330663044
177,0.08698371434882624
178,0.0395211030794429
179,0.1276065493816939
180,0.014343289684767613
181,0.08132294384174021
182,0.04292844051793543
183,0.08317713937677373
184,0.053304680575540164
185,0.09309209354254078
186,0.07704801981325271
187,0.1753910277570997
188,0.17223301640965727
189,0.0394035024766799
190,0.10419101943511255
191,0.0600980486274626
192,0.017557197557641402
193,0.10815644596691265
194,0.07613106861562313
195,0.041862491018328285
196,0.07022562931368359
197,0.08159300093526967
198,0.04555164592993732
199,0.022636140061147447
200,0.08343996320839064
201,0.019502647135078877
