Step,Value
0,0
1,0.17961441934108774
2,0
3,0
4,1
5,0.10526700131595135
6,0.5813815404440871
7,0.9248235795088116
8,0
9,0.42095505232232133
10,0.2685957468415915
11,0.12986784909259175
12,0.8420686018636289
13,1
14,0
15,1
16,0
17,0
18,0.11753525716994417
19,0.5374436380346994
20,0.566701340132781
21,0.8851447122673581
22,1
23,0.6806024753550685
24,0.7927321465561786
25,0
26,1
27,0.6429630840742826
28,0.3361013465347369
29,0.17839109511086426
30,0.9047540620059671
31,0.006422123584830741
32,0
33,0.9694504308023233
34,0.47235427535242513
35,0.680778946275705
36,0
37,0.8461006217828965
38,1
39,0.497462212774489
40,0.8452129488607532
41,0.7434641325804919
42,0.36047478142711864
43,0.34360365140769134
44,0
45,0.02509081307669181
46,0.3495165183366169
47,0.5997112193252411
48,0.21792891986877416
49,1
50,1
51,0
52,0
53,0.23005660721084475
54,0.30504863037090535
55,1
56,1
57,0.15222189264165042
58,0
59,0.12128108113178193
60,0.49455831384495097
61,0.64360610883271
62,0.2881445765555688
63,1
64,0
65,0.010558085011111329
66,0.022584575839376453
67,0
68,0.8573008264270099
69,0.952622541454103
70,0.5633422873583107
71,0.8082521328214853
72,0.7558190170592727
73,0.7084540578060681
74,0.46242505974239734
75,0.8249429401424192
76,0.7258620776898326
77,0.29916189355982636
78,1
79,0.33884607200821326
80,0.4483501803091845
81,0.7349946456650904
82,0.21448407260908042
83,0.34706152667863344
84,0.06574713817325262
85,0.1874399182081612
86,0.12757242793838297
87,0.1762837165567961
88,0.40942364330093195
89,0.07679083859474889
90,0.5738084095219771
91,0.4188034873704122
92,0.21223337466518166
93,0
94,0
95,0.16394027861973248
96,0.09117196321487542
97,0.09806207744841389
98,0.3207750266790398
99,0.14374669685959962
100,0.04158634364605063
101,0.3755599913001072
102,0.09038375884294625
103,0.4242318394238307
104,0.890315813753341
105,0.742404140383006
106,0.4242347915751352
107,0.594297499706348
108,0.5554830723338662
109,0.1395816263556492
110,0.017689332318933437
111,0.41876476755549863
112,0.40377733091513424
113,0.4674122018284276
114,0
115,0.7077761875803373
116,0.5770890050028497
117,0.4682215305239138
118,0.578093062960788
119,0.8333287999103646
120,0.9089619588590502
121,0.5815184130009845
122,0.5674773867934522
123,0.199608465323323
124,0.3067515059050754
125,0.3548435195793269
126,0.24315434229955857
127,0.29306539701788126
128,0.3402149133305796
129,1
130,0
131,0.05621269130044526
132,0
133,0.08775785935313873
134,0.12217689722776404
135,0
136,0.40001976112524806
137,0.3028441397608196
138,0.8666556698083867
139,0.5614238760206438
140,1
141,0.9939520978927607
142,0.2572594933708503
143,0.23168864667415567
144,0
145,0.2295023327607182
146,0.5967198083275238
147,0
148,0.2300938318799387
149,0.3543058747053147
150,0.34689082890749
151,0.533312095602354
152,0.27871267259120924
153,0.35746631711721444
154,0.03461095435751904
155,0.2519902893569743
156,0
157,0.15897962341338123
158,0.38623759131682633
159,0.4457117829328048
160,0.7245146773677135
161,0.9162875046437259
162,1
163,1
164,0.5237362929185232
165,0.4655231548845765
166,0.22940681133757845
167,0.7334682338270885
168,1
169,0
170,0.29510862404296545
171,0.7469580269637314
172,0
173,0.1775276314269525
174,0.12286122121744691
175,0.05180202631486697
176,0.3953019404627647
177,0.22081239251626883
178,0.4702161182297595
179,0.22751286892427258
180,0.5447408407447281
181,1
182,0
183,0
184,0
185,0.14479835957288845
186,0.1258205211680864
187,0.03587357986130202
188,0.17125725973736172
189,0.10741332083940525
190,0
191,0.22179565202642737
192,0.5360193438204321
193,0
194,0
195,0.07755502574231032
196,0.3356184044715603
197,0.14860282185046358
198,0.3197568160060196
199,0.046168488760560566
200,0
201,0.6331074755599618
202,1
203,0.3426136589050295
204,0
205,0.002682627547872407
206,0.06258587812395411
207,0.017961655259133846
208,0
209,0
210,0.2990731866991909
211,0.29978186196925327
212,0.18529804928910576
213,0
214,0
215,0.28081351129155874
216,0.3147580869234431
217,1
218,0
219,0.15519493813316054
220,0.17944441323479077
221,0.02335560416181992
222,0
223,0.21622315362455657
224,0.27063194448657524
225,0.04479354645175038
226,0.40367274389030805
227,1
228,0.05561489790678087
229,0
230,0.04402575430950595
231,0.33953293453563316
232,0
233,0.48137379354552257
234,0.28989017331723443
