Step,Value
0,0
1,0
2,0.2520475499828657
3,0.6115513718790478
4,0.6619179939892563
5,1
6,0.34812884395735144
7,0
8,0.2588715371489525
9,0.1547205844852657
10,0.5828189331955379
11,0.8840130240056255
12,0.9165078616142274
13,1
14,1
15,0
16,0.6325147088037594
17,0.9312997848788898
18,1
19,0
20,0.13976609908044368
21,0
22,0.14963925580183735
23,0
24,0.18614668852753102
25,0
26,0
27,0
28,0.662304962807231
29,0.7672282096743581
30,1
31,1
32,0
33,0.6338295003440642
34,1
35,1
36,1
37,0.10039172870417401
38,0
39,0.5187367730339375
40,0.07270341190199137
41,0.24889252444108345
42,0
43,0
44,0
45,0.8997657908333678
46,0.560025985406505
47,1
48,0.8910534023335479
49,0.06676648603545321
50,0
51,0.5454221753941648
52,0.6620861579974492
53,1
54,0
55,0
56,0
57,0.7979470036427179
58,0.30623791112031196
59,0
60,0
61,0.36313457806905114
62,0.4467789353264695
63,0.9118502159913378
64,1
65,0
66,0.054583949579132374
67,0.01807389901744061
68,1
69,0.9773441861487103
70,0.11443076378769368
71,0.22087940838601916
72,0
73,0.06937189333968696
74,0
75,1
76,0.7751974831687074
77,0
78,0.2565188763004079
79,0.3107132915617552
80,0
81,0.6766018455558355
82,0.1599254282315583
83,0.26366255581378906
84,0
85,0.9171674306856267
86,0.7083575667606469
87,0.26155651839243066
88,0.4465772641036253
89,0.7690094178915022
90,0.7008902870971939
91,0.38836725787984105
92,0.04088598029481072
93,0.11965936299827418
94,0.005705649157366266
95,0
96,0.6570188096496796
97,0.32941734188132765
98,0.40823880645963784
99,0.43624095436599564
100,0.6374773550695836
101,0.2466391460100802
102,0.7743961219550562
103,1
104,0.656597555064493
105,0.3508772822055549
106,0.8539968872898143
107,0.9764914977384928
108,0.15889708761858035
109,0
110,0.7479354164997727
111,1
112,0.12473637974924479
113,0.5201472764213879
114,0.03437667389710708
115,0.41940927432643016
116,0.7862439737055038
117,0.5541471260786053
118,0.7938451995452241
119,0.510340336561203
120,1
121,0.44112718863619704
122,0
123,0
124,0.1664130669832241
125,0.7461352421177754
126,1
127,0
128,0.1252204912238667
129,0
130,0.6179047208362166
131,0.21994169632593918
132,0.7823071487744652
133,0.960623390575251
134,1
135,0.27454089039511764
136,0.556167607445987
137,0
138,0.07636744956175545
139,0.2929804724454883
140,0.7982817459768723
141,1
142,0
143,0.061777343749998326
144,0.6599686779578516
145,0
146,0.10933484064208188
147,0.14647440347406748
148,0
149,0.2801374789079031
150,0.37764003833134885
151,0.1821977417005437
152,0.10984897593657161
153,0
154,0.19105647206306575
155,0.8894870176249084
156,0
157,0.18721170117457697
158,0.05007208873828195
159,0.5497067396839462
160,1
161,0.5184790197441802
162,0.8344751934872743
163,0
164,0.23297021038002264
165,0.26192110465632457
166,1
167,1
168,0.03472377449274122
169,0.12104717069202076
170,1
171,0
172,0
173,0.8676500748263474
174,0.7504626986715536
175,0.07224804355038528
176,0.32321798523267176
177,0.6933457039207485
178,0
179,0.790125920706326
180,0.42802550660239425
181,0.8829195504718361
182,0.3012647075174195
183,0.33701555503739233
184,0.15456688192155676
185,0.5094125190708374
186,0.19714440372255226
187,0.09381438023514177
188,0.2749220101038615
189,0.36125625391801097
190,0.5033439494503877
191,0.13587232324812148
192,0
193,0.2336039526595014
194,0.7180636557605524
195,0.7721737769908364
196,0.14191315140989091
197,0.011774271461699293
198,0.7071592327621243
199,1
200,1
201,0
202,0.14274090578158827
203,0.16520245085159946
204,0
205,0.6107845043473772
206,1
207,0
208,0.38789891000486776
209,0.4366817242492971
210,0.7075324337935855
211,0.910817851416575
212,1
213,0.9783229221594631
214,0.9371155093610278
215,0.5426968458753355
216,0.30891581939326307
217,0.4232706232865644
218,1
219,0
220,0
221,0.7981366233693233
222,1
223,0.7137935731808345
224,1
225,0.8849773347543346
226,0.8827996278471412
227,0.3544000311030281
228,0.5205354449484094
229,0.9755923503972468
230,0.5707587799926601
231,0.9005780210288676
232,1
233,0.8508075898223446
234,0.6808364110191649
235,0.9702220107118289
236,0.38417360891898455
237,0.73161824733019
238,1
239,0.9280809633930525
240,0.7043480590979257
241,0.667569051285584
242,0.028058423896629714
243,0
244,0.16517210649119374
245,0.5899048329061917
246,1
247,0.8916608817225855
