Wall time,Step,Value
1706348212.783987,0,0.17589999735355377
1706348224.900256,10,0.3431999981403351
1706348236.87519,20,0.49070000648498535
1706348249.116699,30,0.5273000001907349
1706348262.228408,40,0.5612000226974487
1706348273.964841,50,0.7217000126838684
1706348284.727079,60,0.6406000256538391
1706348295.445607,70,0.6650000214576721
1706348305.5919201,80,0.6075999736785889
1706348316.093896,90,0.6924999952316284
1706348327.247371,100,0.741100013256073
1706348337.966711,110,0.6617000102996826
1706348349.347202,120,0.6942999958992004
1706348359.676345,130,0.6420999765396118
1706348370.662177,140,0.7458000183105469
1706348381.1280398,150,0.6563999652862549
1706348391.8004239,160,0.6877000331878662
1706348401.929675,170,0.7373000383377075
1706348412.2447412,180,0.7077000141143799
1706348423.242799,190,0.6966999769210815
1706348433.394552,200,0.7739999890327454
1706348443.663077,210,0.7267000079154968
1706348453.6815019,220,0.6929999589920044
1706348464.06601,230,0.7170000076293945
1706348474.6680279,240,0.743399977684021
1706348485.560673,250,0.6974999904632568
1706348496.412419,260,0.7419999837875366
1706348507.127816,270,0.7759000062942505
1706348517.807997,280,0.7720999717712402
1706348529.013058,290,0.6972000002861023
1706348539.170584,300,0.7304999828338623
1706348549.512768,310,0.7001000046730042
1706348559.444926,320,0.6708999872207642
1706348569.81792,330,0.7055000066757202
1706348579.781051,340,0.7775999903678894
1706348590.179793,350,0.7677000164985657
1706348599.969516,360,0.6589000225067139
1706348609.54637,370,0.7444999814033508
1706348620.045721,380,0.7773000001907349
1706348630.3703701,390,0.7702000141143799
1706348640.613448,400,0.8303999900817871
1706348650.457039,410,0.7416000366210938
1706348660.3810182,420,0.7753999829292297
1706348670.9566379,430,0.7975999712944031
1706348680.956241,440,0.7717999815940857
1706348691.9123259,450,0.7135000228881836
1706348702.4123468,460,0.7287999987602234
1706348713.3312058,470,0.7376999855041504
1706348724.333573,480,0.7150000333786011
1706348735.014255,490,0.7102000117301941
1706348746.0108008,500,0.6638000011444092
1706348756.183699,510,0.7279999852180481
1706348767.105518,520,0.7516999840736389
1706348777.675493,530,0.7720000147819519
1706348788.654258,540,0.7828999757766724
1706348799.405382,550,0.7159000039100647
1706348809.590241,560,0.7788000106811523
1706348820.226538,570,0.7267000079154968
1706348830.9195032,580,0.777999997138977
1706348841.319797,590,0.8197000026702881
1706348851.881834,600,0.7646999955177307
1706348862.638634,610,0.7929999828338623
1706348872.8609521,620,0.7918000221252441
1706348883.383358,630,0.7724000215530396
1706348893.572886,640,0.7462000250816345
1706348903.698893,650,0.703499972820282
1706348914.457005,660,0.7515000104904175
1706348924.8662999,670,0.7800999879837036
1706348936.08053,680,0.70660001039505
1706348945.910673,690,0.7387000322341919
1706348956.071341,700,0.7979000210762024
1706348966.490918,710,0.7378000020980835
1706348977.719141,720,0.7608000040054321
1706348988.873245,730,0.7820000052452087
1706348999.897164,740,0.8027999997138977
1706349010.6196458,750,0.7768999934196472
1706349021.1380339,760,0.7648999691009521
1706349031.7027872,770,0.7709999680519104
1706349043.0474381,780,0.8278999924659729
1706349052.863761,790,0.7426999807357788
1706349063.0401092,800,0.8203999996185303
1706349073.933377,810,0.7986999750137329
1706349084.786175,820,0.7455999851226807
1706349094.625611,830,0.8228999972343445
1706349105.860476,840,0.8064000010490417
1706349115.567488,850,0.7613999843597412
1706349126.355527,860,0.7531999945640564
1706349137.184607,870,0.7871000170707703
1706349147.556177,880,0.7685999870300293
1706349157.971693,890,0.7901999950408936
1706349169.088762,900,0.7875999808311462
1706349179.369882,910,0.7537000179290771
1706349189.350546,920,0.7950000166893005
1706349200.003532,930,0.8417999744415283
1706349210.058862,940,0.7849999666213989
1706349221.489195,950,0.7843000292778015
1706349231.5265212,960,0.7486000061035156
1706349241.628453,970,0.7871999740600586
1706349250.9874308,980,0.781000018119812
1706349261.0461,990,0.7771000266075134
1706349270.483422,999,0.7756999731063843
